Clark LLC;Hungary;Michelle Mclean;5.3;2003
Martin and Sons;Vietnam;Angel Byrd;2.2;1990
Hughes, Ortiz and Williams;Argentina;Joyce Black;4.3;1974
Ponce-Phelps;Korea;Diane York;6.1;2004
West-Gibbs;United States of America;Brooke Singh;2.5;1985
White-Bennett;Iran;Theresa Swanson;3.1;1977
Rhodes and Sons;Uganda;Eric Barnes;2.2;1973
Ashley, Smith and Malone;Solomon Islands;Patrick Singh;2.8;1978
Calhoun-Cox;United Arab Emirates;Chad Hensley;1.5;1985
Bright, Owen and Young;Saint Vincent and the Grenadines;Ivan Collier;1.3;1975
Bennett-Miller;San Marino;James Cooley;1.5;2013
Berg-Murray;Italy;Courtney Li;6.2;1993
Burnett LLC;Norfolk Island;Desiree Navarro;4.3;1994
Johnson-Clark;Poland;Mark Dean;6.2;1972
Kane Group;Paraguay;Mary Walton;1.5;2004
Roberts, Bell and Sanders;Libyan Arab Jamahiriya;Vincent Cross;7.6;1999
Cook-Shepard;Sri Lanka;Rachel Leonard;7.0;1979
Collins, Miller and Le;Macao;Megan Cole;1.7;2000
Daniels-Rodriguez;Iraq;Lori Maynard;3.1;2021
Jacobson, Robbins and White;Zambia;Samuel Ford;6.4;2006
Tyler, Foster and Owens;Haiti;Anthony Sullivan;4.8;2007
Franklin-Shields;Uganda;Wayne Gates;3.7;2019
Harris, Harris and Nash;Kiribati;Ronnie Blake;4.0;1980
Hurley LLC;Fiji;Lisa Moreno;9.1;2004
Bell-Marshall;Cyprus;Joel Smith;7.1;1984
Cox, Bennett and Sanders;Sri Lanka;Frances Russell;4.2;1993
Lee, Mcdaniel and Miller;Antigua and Barbuda;Patrick Howard;7.0;1988
Hall, Huffman and Smith;Saint Martin;Philip Jones;2.0;1980
Jones-Burton;Moldova;Brandon Jenkins;8.8;2001
Crawford, Underwood and Bell;Malawi;Lauren Costa;7.8;2002
Martin-Morris;Denmark;Cindy Miller;5.8;1979
Palmer, Zavala and Goodman;Tunisia;William Montoya;5.9;2018
Taylor-Brewer;Romania;William Nichols;8.1;1985
Nguyen-Davis;Antarctica (the territory South of 60 deg S);Jeremy Gibson;9.8;2006
Daniels-Knox;Kiribati;Amanda Sellers;8.8;2005
Stewart-Jacobs;Armenia;Jeffery Sellers;8.1;1983
Duncan, Jones and Watson;Honduras;Thomas Henderson;2.7;1987
Reyes Inc;Moldova;Nancy Malone;3.0;2012
Poole, Johnston and Woods;Monaco;Emily Petersen;5.4;1997
Gordon Group;Pitcairn Islands;Christopher Henry;1.2;1989
Holmes, Soto and Turner;Latvia;Christopher Horne;5.5;1979
Adams, Frazier and Stanton;United States of America;Lisa Garcia;9.2;2022
Reese-Wallace;Saint Lucia;Robert Lee;7.1;2002
Baird-Moyer;Costa Rica;Carrie Miles;1.4;1973
Hoffman, Jones and Butler;Saint Barthelemy;Dana Armstrong;8.4;1997
Brown-Aguilar;Pitcairn Islands;Jennifer Russell;6.2;2001
Carey, Black and Henderson;Egypt;Lisa Cain;1.2;2003
Martin-Myers;Malaysia;Ashley Cardenas;4.2;2008
Lopez-Dalton;Chad;Jamie Davis;3.4;2013
Smith Group;French Southern Territories;Gary Rios;1.3;1983
Rodriguez, Pena and Bauer;Tonga;Richard Thomas;7.8;2009
Ramos-Morris;Turkmenistan;Jesse Nguyen;9.8;1979
Morales and Sons;Bahrain;Gregory Forbes;6.2;2016
Johnson-Lowery;Luxembourg;John Brown;3.8;2006
Sawyer Ltd;Cocos (Keeling) Islands;Julie Simpson;7.6;2009
Brennan, Murray and Hunt;Czech Republic;Kelly Mitchell;2.5;2004
Perez, Villarreal and Allen;Wallis and Futuna;Stephen Yates;2.3;1996
Green-Zimmerman;Aruba;Elizabeth Mcdaniel;5.1;1994
Macdonald, Mack and Pittman;Nepal;David Miller;9.2;2018
Chan-Price;Greece;Brian Mcguire;2.7;1981
Long, Smith and Schaefer;Lebanon;Samuel Schneider;1.4;2019
Myers, Hawkins and Sims;Aruba;Andre Drake;5.3;1980
Lee PLC;Peru;Jennifer Johnson;3.6;1999
Estrada-Greene;Niger;Brad Rose;7.1;1978
Turner PLC;Burkina Faso;David Merritt;9.9;1977
King-Jones;Somalia;Mark Thomas;6.5;1972
Wood, Jones and Conley;Guadeloupe;Kaitlyn Burns;3.6;1981
White PLC;Philippines;Melanie Freeman;6.7;2020
Johnson, Martin and Fischer;Cyprus;Lori Walker;3.8;2006
Chandler LLC;Wallis and Futuna;Tyrone Hernandez;1.1;2013
Salazar-Carroll;Norfolk Island;Randy Hall;8.5;2015
Lee-Knight;Zambia;David Carpenter;3.2;1978
Dawson-Cole;Burkina Faso;Brad Robertson;5.9;1990
Avery PLC;Iceland;Robert Allen;8.1;1979
Perry-Parks;Senegal;Joshua Hood;6.2;1988
Hernandez Ltd;Venezuela;Angela Hoffman;1.3;1994
Mora Group;Maldives;Dustin Trujillo;9.3;1991
Washington and Sons;Myanmar;Christine Miller;9.4;1986
Goodman, Fitzgerald and Martin;British Indian Ocean Territory (Chagos Archipelago);William Gillespie;4.5;1993
Sanders-Mccarty;Western Sahara;Tiffany Alexander;2.6;1971
Moody-Graham;Zimbabwe;Michelle Yates;4.2;2007
Parks-Jones;Ukraine;Brandi Hogan;1.7;1995
Arnold-Williams;Cote d'Ivoire;Sarah Peters;3.7;1995
Blake-Klein;Pitcairn Islands;Emma Green;8.6;1985
Long Group;Albania;Jeffrey Green;6.8;1985
Jones, Patterson and Lester;Bahamas;Sheena Thomas;5.0;1974
Thompson LLC;Equatorial Guinea;Elijah Jones;1.7;2016
Marshall LLC;Niger;Pamela Peterson;8.9;1981
Willis, Hernandez and White;Seychelles;John Fox;7.7;1989
Bailey, Hebert and Simmons;Tajikistan;Andrea Valentine;8.5;2001
White, Smith and Herrera;Wallis and Futuna;Jeremy Gordon;7.4;1991
Torres, Ray and Reed;Mexico;Gina Smith;5.9;1997
Cole Group;Ireland;Vanessa Patterson;1.2;2016
Clayton-Jennings;Greenland;Christina Anderson;7.8;1981
Nguyen, Robinson and Morales;United States Minor Outlying Islands;Kimberly Cooley;8.4;2004
Glenn-Johnson;Armenia;Deborah Fernandez;4.7;1986
Gray, Blankenship and Fields;Kazakhstan;Mike Knight;7.7;2000
Combs, Duran and Baker;Kazakhstan;Andrea White;2.4;1997
Gaines, Ramirez and Gilmore;Lao People's Democratic Republic;Elizabeth Carroll;3.7;1973
Rios LLC;Ghana;Frederick Becker;5.1;2002
Hayden-Carter;Poland;Samantha Hunt;5.3;2001
Bradley-Robinson;Hong Kong;Sarah Huffman;9.8;1980
Meyer, Jones and White;Estonia;Jennifer Trujillo;2.4;1980
Mcdaniel Ltd;Grenada;Jay Mendez;5.3;1991
Perry Inc;Togo;Christina Cruz;8.8;1989
Ellison-Cross;Swaziland;Anne Acosta;7.9;1974
Bernard-Carter;United States Minor Outlying Islands;Tiffany Walton;5.7;1989
Roberts, Hardy and Green;Georgia;Cindy Pacheco;9.8;2018
Hood, Dominguez and Porter;Turks and Caicos Islands;Ann Clark;8.0;1991
Thomas-Reyes;Burkina Faso;James Watts;3.7;1979
Rodriguez-Taylor;Niue;Oscar Morgan;4.8;1970
Brown-Smith;Argentina;Erica Osborn;6.1;2007
Hernandez-Frazier;Guadeloupe;Jeffrey Holland;4.7;1974
Ortega, Kemp and Taylor;Uruguay;Brandy Galvan;6.1;1999
Cordova, Walters and Barber;Tokelau;Brandi Turner;4.3;2011
Smith-West;Georgia;Christian Jenkins;4.3;1998
Daniels-Malone;Azerbaijan;Mallory Stark;7.1;1983
Young Group;Bahamas;Kevin Mason;3.5;2008
Mcbride Inc;Sweden;Patrick Stafford;5.9;1986
Thomas PLC;Korea;Robert Russell;4.9;2022
Ellis-Henderson;France;Melissa Romero;4.2;2002
Taylor, Moreno and Pruitt;Guatemala;Mary Taylor;8.3;1991
Chavez, Duffy and Smith;Cook Islands;Brenda Roberson;8.6;2010
Maxwell-Bennett;Seychelles;Juan Barnett;6.5;2013
Brown-Williams;Micronesia;Jason Andrews;1.6;1996
Walsh-Shaffer;El Salvador;Dr. Michael Brooks;5.9;2015
Miller-Moore;Puerto Rico;Donna Reyes;2.9;1998
Wolfe, Morrow and Goodman;Tuvalu;Rhonda Robinson;1.7;2017
Lee-Wilson;Japan;Lisa Buchanan;1.5;1980
Walker LLC;Faroe Islands;Hannah Moore MD;6.9;2021
Richardson, Rosales and Roman;Guinea;Erik Thomas;4.6;1988
Hamilton, Carson and Thompson;Madagascar;Susan Cabrera;8.4;1977
Hodges-Scott;Tokelau;Joseph Diaz;1.9;1980
Mata-Lawson;Turkmenistan;Brett Morgan;8.3;2015
Gillespie, Ford and Gill;Tonga;Zachary Woods;7.2;1974
Perez Group;South Georgia and the South Sandwich Islands;Edward Nunez;9.8;2009
Vargas Inc;Nauru;Donna Byrd;6.6;2007
Smith, Shelton and Frost;Dominican Republic;Breanna Donaldson;1.8;1976
